,solution
0,-6.260305865628225
1,-48.99840645333674
2,17.893970811100818
3,4.068776938649429
4,-80.95949612266784
5,-11.625740858634828
6,-47.24873286608327
7,-9.771680420046758
8,39.22726700380141
9,-10.775110883547796
10,-19.417628671625152
11,-33.80475920915871
12,7.036663516727918
13,9.221622685096719
14,4.9139371034940496
15,64.63604148836336
16,18.410068324601554
17,59.71601143610033
18,-17.262742033732952
19,-77.11826720050226
20,-15.223466062010115
21,41.23179161274231
22,-11.119036213404435
23,20.941992587183915
24,40.499453666935054
25,-66.1854470149142
26,9.240038141668935
27,28.64218503954918
28,-6.202405876856352
29,45.86269568236162
30,67.40906819895793
31,-48.45363743072129
32,-54.31328856099859
33,-84.75740926460017
34,18.754627503537822
35,-14.205551584953787
36,29.9734940349667
37,-34.05422581404452
38,26.086817103806823
39,-9.336010181583477
40,-34.19437051325797
41,30.622768266151564
42,-54.03513517178141
43,65.62968582672563
44,2.794030515766061
45,35.83758000116339
46,-25.03417301697846
47,30.3534393417449
48,-4.655284549071469
49,13.193030162031697
50,-23.28204727764418
51,47.35045991400218
52,54.83480657122448
53,-77.2977845864417
54,-40.3076927241386
55,-62.329108660228336
56,41.49534409757474
57,-30.12549727470207
58,46.08642969655043
59,-1.567457484496597
60,-10.06091642133467
61,42.1355144519292
62,27.66216697656405
63,-35.307540122129545
64,-10.193772897483345
65,49.1340482796263
66,-15.160315252818908
67,18.95467256783713
68,-15.551269470890288
69,-0.157180470110619
70,21.323190922765146
71,-59.392261999518865
72,46.818100126415764
73,-48.53921744578274
74,-46.53165928736996
75,9.855185669343191
76,-63.437439602624806
77,-7.497396866221361
78,-48.641570500172705
79,-2.392435666147868
80,18.81647042548636
81,-51.09188336864445
82,-7.662160378599512
83,-9.198399810600497
84,2.7092576869274874
85,28.50253615153487
86,55.048730120276765
87,44.396982491678976
88,-5.836733652945443
89,13.988375426170844
90,-3.555545882374401
91,-10.891586178663728
92,11.088172733449536
93,-30.849980089915388
94,-17.146512843620997
95,-33.21604511142796
96,16.604089651119583
97,27.427452698774395
98,-49.1744431950396
99,53.75905781032287
100,-32.43792353952386
101,-35.471835898917355
102,20.646754709395456
103,16.99022662503367
104,-34.95829781967082
105,-5.467813550455481
106,-32.25238101524785
107,-22.30783088165933
108,-41.714297350358265
109,-86.09049928116069
110,-40.53157070497487
111,35.86586508071697
112,56.02787792614223
113,59.882074121352666
114,15.080405479248796
115,-34.90631394425331
116,-37.19539219122535
117,-27.169534180049226
118,49.27834303607217
119,24.27670056117131
120,55.618085538497375
121,-0.7194202185684111
122,-41.41872108393644
123,-74.42968059656128
124,-37.966655819638135
125,-35.22693385655693
126,20.21397448312959
127,-38.79402217820575
128,14.997181873593087
129,54.45394786530792
130,-66.77250233973898
131,-25.068855263831534
132,53.41564792683338
133,-12.771687643870907
134,50.534613815181636
135,18.779229358526056
136,35.01780164145161
137,30.672223127414863
138,17.25901730349681
139,-36.24440424185226
140,-33.4114907738285
141,23.783599191891835
142,15.700419023745917
143,-43.475825213909154
144,16.993438335999066
145,-26.449832876180423
146,-51.028966507926725
147,48.711307255509794
148,24.686845500928285
149,16.76664673582687
150,-37.406680147065856
151,-3.1241307305061814
152,25.30856383359429
153,11.13771751057686
154,39.57795404560428
155,-27.57395566512072
156,-44.132905654775634
157,-12.646672973279246
158,-50.30484919109856
159,-17.608633942616493
160,-53.87783288192429
161,-24.326056098432158
162,8.381831897835209
163,-8.202049863050526
164,29.714705737328938
165,8.924517792318012
166,72.89033694227737
167,-64.01100289772323
168,-63.84321292990792
169,2.0910560560099842
170,-58.01563115652506
171,-19.00922206484466
172,19.719524411149894
173,24.435026952710803
174,-62.36234431108715
175,68.84331371087592
176,-55.79016921566701
177,10.212053981519896
178,15.882165797083744
179,27.324449590597485
180,5.540271445733623
181,68.96994110013009
182,7.246741621254767
183,2.347975071394781
184,40.547858930352476
185,-0.8574984072618166
186,-20.758949941583463
187,26.992274791252882
188,-19.02778431626168
189,37.90000310375534
190,-9.942245112725233
191,37.785557645373146
