,solution
0,6.064563733720081
1,-79.26334350072179
2,-88.11703092727564
3,-59.19367075318637
4,-21.486028595843838
5,-25.39230860075712
6,-51.497268672525124
7,-97.56623037403025
8,-90.71565140105128
9,21.26372039959698
10,-21.472830786596706
11,-28.09775985087886
12,38.42875180658956
13,7.215429331969466
14,-81.53575186426033
15,0.9713135791674239
16,0.21609757179593025
17,27.499510832703397
18,10.322498844653099
19,-19.984454108032235
20,-58.24452167969982
21,-12.955417035410417
22,-52.28191138436109
23,-8.963120946283746
24,33.30272412991078
25,47.131473025051235
26,-28.470961299437736
27,-87.71280894195382
28,16.843765473292574
29,-30.60943545791881
30,-22.65575552789059
31,-47.950505859188056
32,-94.74192269502929
33,12.07165503141211
34,-36.14529523968759
35,-20.29626923566566
36,-74.39918093741282
37,-99.37022856331318
38,-11.976152735752278
39,-4.761052031536091
40,12.26665964220176
41,-81.7559151380612
42,54.853841160651335
43,-10.809331563860564
44,-0.39858977939040335
45,-23.24425448315178
46,-53.68687024302504
47,-97.50404771287403
48,42.96192016360736
49,-6.725337443624073
50,5.947672625598001
51,21.697196308415524
52,-39.86052660769008
53,6.06048589582216
54,-74.17673956456264
55,1.6083116301304674
56,-90.04162952323584
57,-83.46945932330063
58,37.60238464520409
59,33.07092073732236
60,-32.38788163022712
61,-79.21349645666908
62,-78.88761322811793
63,-1.4706531986014173
64,-19.713559025571538
65,-88.7453425539985
66,-60.30332840421263
67,36.11150768908452
68,31.126064743071687
69,-76.88786653929553
70,6.296759825878908
71,-67.9594366298898
72,-26.01545309118181
73,-16.643066867736458
74,-6.723044748934331
75,-71.50883762106852
76,-5.673107998677088
77,-58.64742706054601
78,-42.69100004782964
79,18.988260297502453
80,47.14817181267912
81,9.503259695794416
82,-45.5310734480106
83,-43.40346850373462
84,-14.6811471072036
85,21.61784185909937
86,-24.49375881371484
87,24.15364307077811
88,-33.347998521654105
89,-63.6570244738855
90,-12.533180958528728
91,22.347093656168532
92,15.678023731345023
93,33.03958450145073
94,5.407160651912967
95,-41.17692628601939
96,-35.45105132675117
97,-26.821873455381997
98,-34.18923711631764
99,-9.53806981022247
100,-57.48917235191416
101,-77.4692306461935
102,-24.978952460138274
103,2.8113221040016194
104,-23.874253473635434
105,-24.045744242242815
106,-48.15156590953438
107,-42.59654805529288
108,-28.522332073114274
109,-6.887782078251349
110,7.624885466720857
111,-13.503480583941691
112,0.7655732924730096
113,19.966922454161498
114,-65.6940312763126
115,-3.969331784616441
116,30.894072612348765
117,-23.579426587073172
118,0.6928617632866249
119,-83.71401397217251
120,-43.791540554622955
121,7.37867017885232
122,20.69606948096005
123,-22.06035744302327
124,6.832445146828461
125,-14.79059583616747
126,-64.12172992933912
127,-91.97307590166909
128,61.419544182088266
129,-10.303110635961207
130,-37.46447196412064
131,-85.25250263377919
132,-40.331721094442294
133,26.423923158808375
134,-27.778147662096167
135,-61.45463465019534
136,28.36542049800145
137,-28.225745528594096
